,id,age,income,profile_age,gender_M,gender_F,total_spending,total_no_offer_spending,total_offer_spending,days_without_offer,days_with_offer,average_no_offer_spending_rate,average_offer_spending_rate
57,e528ceb341964128aaf58a59733ec2af,46,36000.0,27,0,1,17.13,1.74,15.389999999999999,8.5,21.5,0.20470588235294118,0.7158139534883721
58,faf74115a43b4f718f4d4c0de116ee8a,30,41000.0,236,1,0,11.95,6.880000000000001,5.0699999999999985,23.25,6.75,0.2959139784946237,0.7511111111111108
59,0b73997a269247088b2a63355f53ee58,59,89000.0,340,1,0,45.400000000000006,22.44,22.960000000000004,14.25,15.75,1.5747368421052632,1.457777777777778
60,f44b44b53c0548d5b27c812fda4c358a,51,41000.0,938,1,0,75.96000000000001,0.44,75.52000000000001,5.5,24.5,0.08,3.0824489795918373
61,6e04a90a0e074496b5f229eb1f553433,27,35000.0,197,1,0,29.56,0.98,28.58,15.75,14.25,0.06222222222222222,2.005614035087719
62,262ad0fb526a4d53b572007da60cce24,40,53000.0,149,1,0,8.17,4.01,4.16,16.75,13.25,0.23940298507462685,0.3139622641509434
63,a2b7a0b3487a4d779ddf4e11a034e2ee,73,91000.0,98,0,1,109.16,0.0,109.16,9.75,20.25,0.0,5.3906172839506175
64,2c5c63e5124e417b8504f76c868a4190,74,107000.0,945,0,1,298.3,47.209999999999994,251.09000000000003,14.75,15.25,3.2006779661016944,16.464918032786887
65,9d6da0a2ac54474e8ec986fd21cecef0,42,66000.0,978,1,0,136.94,86.88,50.06,22.75,7.25,3.8189010989010987,6.904827586206897
66,571b739ada3041fb8fbd20f23ce034f7,78,58000.0,988,1,0,126.94,4.37,122.57,7.25,22.75,0.6027586206896551,5.387692307692308
67,816afd4505d047cf893275fbfe825590,54,53000.0,578,0,1,57.03,1.6600000000000001,55.370000000000005,5.5,24.5,0.3018181818181818,2.2600000000000002
68,68eee228713c429ebe1300155ad1fb33,49,57000.0,474,0,1,184.78,48.7,136.07999999999998,12.25,17.75,3.975510204081633,7.666478873239436
69,cbebad9819494b479dbf0c1207b4c0c5,64,70000.0,508,1,0,140.34,0.0,140.34,8.25,21.75,0.0,6.452413793103449
70,4264b1d027cc493281bba4f44bfedaca,89,87000.0,254,0,1,248.63,24.48,224.15,10.75,19.25,2.2772093023255815,11.644155844155845
71,0ba6e2ad781c4429afd26cf0b35f2d11,73,51000.0,116,1,0,23.43,10.65,12.78,16.0,14.0,0.665625,0.9128571428571428
72,b5abc1e85be84f43937b4fca0ad238cb,50,93000.0,446,0,1,297.29,57.620000000000005,239.67000000000002,7.5,22.5,7.682666666666667,10.652000000000001
73,13bda8fbd70a4814b956df1d55320398,60,64000.0,535,1,0,44.14,24.17,19.97,19.0,11.0,1.2721052631578948,1.8154545454545454
74,b19c8e7ac2ff40ae92b4fcf3247f8912,45,54000.0,345,1,0,11.51,6.43,5.08,12.75,17.25,0.504313725490196,0.2944927536231884
75,21c73d53e2a74bb1b4dc172bff2b1aad,66,49000.0,914,1,0,200.93,15.25,185.68,9.5,20.5,1.605263157894737,9.057560975609757
76,1abeb816d9fa49b4b5b5ae51bc3d24c3,19,73000.0,649,0,1,202.75,19.1,183.65,12.75,17.25,1.4980392156862745,10.646376811594203
77,92e07c49ee7448fca6e48df0c96e3eec,66,58000.0,160,0,1,163.53,61.05,102.48,12.0,18.0,5.0874999999999995,5.693333333333333
78,f8aedd0cbea0419c806842b4265b82e5,72,72000.0,714,0,1,201.92,0.0,201.92,8.75,21.25,0.0,9.502117647058823
79,a9780228a1d04539afdee8b745e4be10,76,63000.0,840,1,0,224.76,0.0,224.76,5.5,24.5,0.0,9.173877551020407
80,94f14dcfedba47e18b7efca13dd7574b,52,78000.0,437,1,0,117.92,39.99,77.93,19.5,10.5,2.0507692307692307,7.421904761904763
81,8a4bc602e4424ab6b16f0b907f2f22af,55,31000.0,228,1,0,30.729999999999997,24.88,5.849999999999998,24.5,5.5,1.0155102040816326,1.0636363636363633
82,6d28f18e91324d358d69d1e4b01f1ace,39,60000.0,310,0,1,705.5,31.38,674.12,9.75,20.25,3.2184615384615385,33.28987654320988
83,52f0bd64403f4958ab8fe9a6947c13c3,45,44000.0,912,0,1,163.71,17.37,146.34,15.0,15.0,1.1580000000000001,9.756
84,93e67942586e43fb87d5ffb1ead8db41,57,114000.0,387,0,1,184.82,0.0,184.82,5.5,24.5,0.0,7.5436734693877545
85,e641af076cc54529bec6ab61fc25f4a6,74,48000.0,14,1,0,6.86,3.47,3.39,26.25,3.75,0.1321904761904762,0.904
86,716a961d2afb4c1d8307522a8cbb4f07,18,47000.0,729,1,0,275.61,21.72,253.89000000000001,9.75,20.25,2.2276923076923074,12.537777777777778
87,13033baa9d294c3c9165a00d71b72614,53,96000.0,302,1,0,138.84,0.0,138.84,3.5,26.5,0.0,5.239245283018868
88,15953663abf54181adf1fd4c39442b85,59,98000.0,319,0,1,112.03999999999999,72.05,39.989999999999995,27.0,3.0,2.6685185185185185,13.329999999999998
89,0ac5ffb0f1624297a453494b845e1a91,57,46000.0,1360,1,0,34.22,17.21,17.009999999999998,25.0,5.0,0.6884,3.4019999999999997
90,1a353048b0884fc5a0afa27677ef1e80,51,56000.0,347,0,1,40.94,4.36,36.58,12.75,17.25,0.3419607843137255,2.1205797101449275
91,2cf5895bddf9467e878c6d51a622d5fb,64,37000.0,279,0,1,51.37,14.350000000000001,37.019999999999996,10.25,19.75,1.4000000000000001,1.8744303797468354
92,6747dda08bed46298c23e05b64820a3a,71,57000.0,543,1,0,30.14,15.95,14.190000000000001,18.25,11.75,0.873972602739726,1.2076595744680851
93,f35b342b24734da18a830bb9329a4fbd,64,66000.0,461,0,1,50.349999999999994,0.0,50.349999999999994,13.5,16.5,0.0,3.0515151515151513
94,4c29d22467af4d7faa137c4eedd65340,83,46000.0,180,1,0,16.77,12.07,4.699999999999999,13.5,16.5,0.8940740740740741,0.2848484848484848
95,e997a086fc13446da2aa9070d98d191a,26,71000.0,227,1,0,13.799999999999999,4.779999999999999,9.02,14.25,15.75,0.33543859649122804,0.5726984126984127
96,17af917bb842480e925e49a8ca08c1f8,29,58000.0,127,0,1,30.48,1.8399999999999999,28.64,6.5,23.5,0.28307692307692306,1.2187234042553192
97,bf8d7498eb32431ab3fedaa14b7d3a0d,43,70000.0,314,1,0,2.03,0.0,2.03,18.5,11.5,0.0,0.17652173913043476
98,3dae0eadb47149b0b9b548d14548524b,89,65000.0,193,0,1,124.82000000000001,43.27,81.55000000000001,11.25,18.75,3.8462222222222224,4.349333333333334
99,5404741ead9442bdbd4b9aa2273e85af,49,79000.0,69,0,1,24.93,12.66,12.27,7.75,22.25,1.6335483870967742,0.5514606741573034
100,81e9ad5fa55a4884b65e01a5db8f1b4e,79,67000.0,759,1,0,317.03,63.58,253.45,12.25,17.75,5.190204081632653,14.278873239436619
101,b2f1cd155b864803ad8334cdf13c4bd2,55,94000.0,283,0,1,195.35,95.74,99.61,15.25,14.75,6.2780327868852455,6.753220338983051
102,37a97f6e09784a07bbb67bc6539f1a00,55,66000.0,235,1,0,272.23,108.46000000000001,163.77,18.0,12.0,6.025555555555556,13.6475
103,77927096ab4144fa930b4cadd4773cc2,45,31000.0,292,1,0,16.46,3.81,12.65,18.5,11.5,0.20594594594594595,1.1
104,acbc358a8bf44ba88d0de1f2bec5b2ab,52,30000.0,177,1,0,9.799999999999999,5.31,4.489999999999999,22.25,7.75,0.2386516853932584,0.5793548387096773
105,8ca29d07b300474786a6016fe76174dd,39,55000.0,843,1,0,156.54,59.089999999999996,97.44999999999999,19.75,10.25,2.991898734177215,9.50731707317073
106,88baa20c29a94178a43a7d68e5f039d4,77,69000.0,24,1,0,60.25,60.25,0.0,27.75,2.25,2.171171171171171,0.0
107,a2bd377c7ab74d93bbfd87f70043a9f8,66,60000.0,17,1,0,30.9,8.100000000000001,22.799999999999997,14.25,15.75,0.568421052631579,1.4476190476190474
108,23f9e3baf42b43148fee9bbbc3530c7a,69,87000.0,302,0,1,53.21,0.0,53.21,10.0,20.0,0.0,2.6605
109,8486e692a5f94d179d507eaca848ecbd,74,53000.0,1436,1,0,55.129999999999995,33.41,21.72,16.5,13.5,2.0248484848484845,1.6088888888888888
110,49f22e86d2db41878778d70958dc744e,75,87000.0,14,0,1,114.7,17.34,97.36,9.0,21.0,1.9266666666666667,4.636190476190476
111,28de174a5c854dd1be3187dc6edae45b,59,85000.0,1051,0,1,193.10000000000002,65.61,127.49000000000002,14.25,15.75,4.604210526315789,8.094603174603176
112,a1eb338ccbca4cc88c9366939f16d819,47,66000.0,1669,1,0,74.17,13.54,60.63,16.25,13.75,0.8332307692307692,4.409454545454546
113,220a39cdfd6b41268c43a2e588fcb7e0,20,69000.0,59,1,0,0.87,0.87,0.0,22.5,7.5,0.03866666666666667,0.0
114,0c89378f14804b42b6e63e4dc26e8d3e,60,108000.0,456,1,0,127.28,0.0,127.28,16.5,13.5,0.0,9.428148148148148
115,464d2302b99b46ad8eb3e42e1b849c24,65,61000.0,133,1,0,24.000000000000004,1.37,22.630000000000003,17.0,13.0,0.08058823529411765,1.740769230769231
116,3f36bc1d5fc0499b9f96f62348f0f9b0,33,43000.0,1192,1,0,19.78,9.280000000000001,10.5,20.5,9.5,0.45268292682926836,1.105263157894737
117,fe97aa22dd3e48c8b143116a8403dd52,39,67000.0,221,0,1,562.77,10.3,552.47,10.5,19.5,0.980952380952381,28.331794871794873
118,dbca75f289544e09836322ba2e104854,49,59000.0,54,1,0,38.26,25.220000000000002,13.039999999999996,21.25,8.75,1.1868235294117648,1.4902857142857138
119,c863af14b3654499b1caea5e640136d2,68,58000.0,169,1,0,17.19,0.0,17.19,8.75,21.25,0.0,0.8089411764705883
120,d7dc31e069124ef49e1bb937cb89f41c,42,80000.0,532,1,0,53.74,20.98,32.760000000000005,19.5,10.5,1.075897435897436,3.1200000000000006
121,1827da57bb924833a6f73c79b5f2bbc5,72,33000.0,55,1,0,8.14,2.9,5.24,17.25,12.75,0.1681159420289855,0.4109803921568628
122,721eb06ac285463aa6e1184e0ea9b7f0,18,49000.0,428,0,1,30.47,4.68,25.79,12.5,17.5,0.37439999999999996,1.4737142857142858
123,d594b1f288674594a02c8527e5837ade,32,42000.0,28,0,1,71.19,60.44,10.75,28.25,1.75,2.1394690265486727,6.142857142857143
124,0f54094029ca4107bfd36203aeb3ed14,67,50000.0,332,1,0,33.07,13.74,19.33,8.0,22.0,1.7175,0.8786363636363635
125,5f18c5754dc04baaa1267c823f877a85,52,42000.0,22,1,0,5.4,0.0,5.4,22.5,7.5,0.0,0.7200000000000001
126,d8567f1400d8486cb31c6abba64389ec,38,64000.0,280,1,0,150.94,50.73,100.21000000000001,16.0,14.0,3.170625,7.157857142857144
127,30fae86966114f6e83c3043b22b6b7c4,60,77000.0,132,0,1,106.91000000000001,32.27,74.64000000000001,7.0,23.0,4.61,3.2452173913043483
128,fd700397b7c8440baa70d5539926c5a0,62,77000.0,216,0,1,33.46,0.0,33.46,15.5,14.5,0.0,2.3075862068965516
129,4293153650e04742b310ac06cd3810e9,55,51000.0,18,0,1,25.9,0.0,25.9,6.5,23.5,0.0,1.102127659574468
130,2ce2e03319c7446ca9c379b4589da19b,22,63000.0,89,1,0,19.8,2.84,16.96,12.5,17.5,0.22719999999999999,0.9691428571428572
131,4d15a2a5ac134c58971b910b859bec24,34,41000.0,232,1,0,118.41,38.89,79.52,17.75,12.25,2.190985915492958,6.491428571428571
132,127cd9d95e6247e5b92bff64d6205a94,46,60000.0,1320,1,0,105.58,4.970000000000001,100.61,10.0,20.0,0.49700000000000005,5.0305
133,4e233f02eff840c7a3e5ec15d55d7d23,85,67000.0,0,1,0,22.18,4.67,17.509999999999998,19.25,10.75,0.2425974025974026,1.6288372093023253
134,3ecb372184104ff7bad0f0f60cb56e29,51,85000.0,497,0,1,180.0,103.18,76.82,21.0,9.0,4.913333333333334,8.535555555555554
135,8a37057f57c4495fb98dfcc8b909b09f,53,85000.0,820,0,1,177.09,0.0,177.09,7.0,23.0,0.0,7.699565217391305
136,11da2f066d3943699d10b61fd276fd1a,51,92000.0,715,1,0,330.92,30.51,300.41,4.75,25.25,6.423157894736843,11.897425742574258
137,21b02228cd4441b49bf0b5ff046f4b75,48,44000.0,1151,1,0,58.18,6.39,51.79,13.0,17.0,0.49153846153846154,3.046470588235294
138,629fc02d56414d91bca360decdfa9288,52,72000.0,51,1,0,66.05,0.0,66.05,5.5,24.5,0.0,2.6959183673469385
139,c87b50fcdd4a4d2faacff6112243a8dd,62,53000.0,873,1,0,125.56,34.91,90.65,15.0,15.0,2.3273333333333333,6.043333333333334
140,91dc71c4e9bd45b0861825c32f5ee8f9,42,62000.0,123,1,0,12.120000000000001,3.37,8.75,22.0,8.0,0.1531818181818182,1.09375
141,3bd5ba038a5c46cc94e8cd5e5739c967,55,65000.0,274,1,0,16.69,7.57,9.120000000000001,23.25,6.75,0.3255913978494624,1.3511111111111112
142,92214286965d4eb1ad14dc8b0b04a20f,27,50000.0,1045,0,1,89.78,0.0,89.78,16.5,13.5,0.0,6.6503703703703705
143,37155a5f4ff248529399c95472186879,68,107000.0,57,1,0,253.72,175.47000000000003,78.24999999999997,19.25,10.75,9.115324675324677,7.279069767441857
144,c84fe4915ef74c7f9e81b003d3ecf54c,74,83000.0,218,0,1,25.69,25.69,0.0,26.75,3.25,0.960373831775701,0.0
145,041fd7c6b796430a867c4e03d2ff8f4d,77,66000.0,1384,1,0,87.13,3.1100000000000003,84.02,9.0,21.0,0.3455555555555556,4.000952380952381
146,9e91e04b9a344f4e948728bf127967b6,35,72000.0,189,1,0,261.56,48.589999999999996,212.97,18.5,11.5,2.626486486486486,18.519130434782607
147,348bdc19d65f49b8b98f72c59e64cd89,50,69000.0,260,0,1,184.96,17.87,167.09,8.75,21.25,2.0422857142857143,7.863058823529412
148,c74beaa959a742309ba8350b7d472676,45,94000.0,1003,1,0,162.91,0.0,162.91,13.0,17.0,0.0,9.582941176470587
149,c79da41557894c7eacc5c0156dc1f4dc,82,87000.0,572,1,0,155.64,94.12,61.51999999999998,23.25,6.75,4.048172043010753,9.114074074074072
150,8cc1a1bd309842bfaafd4483d994579b,40,57000.0,1677,1,0,79.94999999999999,14.01,65.93999999999998,15.5,14.5,0.9038709677419354,4.5475862068965505
151,83e2ccc1d4374c14865e8e2cf16007dd,66,34000.0,39,1,0,10.6,6.17,4.43,24.25,5.75,0.25443298969072164,0.7704347826086956
152,17c803219d1348d4a016691c947de0ed,52,63000.0,106,1,0,6.18,3.17,3.01,23.25,6.75,0.13634408602150538,0.4459259259259259
153,791ffe6d3dc848d2b233129a8096f7ab,57,89000.0,849,0,1,226.68,65.54,161.14,10.25,19.75,6.394146341463415,8.158987341772152
154,2204f8ff966f48db90246bd7b5918a7f,68,69000.0,757,1,0,143.03,47.260000000000005,95.77,12.0,18.0,3.938333333333334,5.320555555555555
155,0b9cac742f534951b5af48395dfe6879,21,52000.0,145,1,0,13.98,3.39,10.59,17.25,12.75,0.1965217391304348,0.8305882352941176
156,b818e955451b47db9fc8767fa45e464e,61,44000.0,345,1,0,17.7,5.0,12.7,8.25,21.75,0.6060606060606061,0.5839080459770115
157,a9ecb39d93d74696a9d6ddd5355329ff,58,54000.0,131,0,1,21.5,12.370000000000001,9.129999999999999,22.0,8.0,0.5622727272727274,1.1412499999999999
158,0d18c37c8b58459f8aa6af2f7b541357,67,54000.0,42,0,1,17.38,8.37,9.01,18.75,11.25,0.44639999999999996,0.8008888888888889
159,d250372c924747d8ac9a8fa88f584bc3,24,61000.0,529,1,0,155.42000000000002,91.55000000000001,63.870000000000005,21.25,8.75,4.308235294117647,7.299428571428572
160,3cea9c09fefb4c33ae2f0aa604af7eb4,26,35000.0,251,1,0,10.1,0.86,9.24,12.5,17.5,0.0688,0.528
161,87efa556dd48400cb4231a273e088bcf,71,105000.0,231,0,1,212.27,92.77,119.50000000000001,13.75,16.25,6.7469090909090905,7.353846153846154
162,4e4c47b460b1414c8ddd459b61f84b9e,69,64000.0,226,0,1,146.49,12.09,134.4,13.5,16.5,0.8955555555555555,8.145454545454546
163,d1a6fe4c241e4dbf8a4da6fd6c714ac5,62,73000.0,842,1,0,232.19,15.18,217.01,8.5,21.5,1.7858823529411765,10.093488372093022
164,1eed89c11cc749a4bb93d8cef032821d,38,74000.0,382,1,0,796.77,114.9,681.87,24.0,6.0,4.7875000000000005,113.645
165,3f279ee9fd0d4195b0b9574ce0ae6923,61,82000.0,303,1,0,62.650000000000006,62.650000000000006,0.0,24.5,5.5,2.5571428571428574,0.0
166,2d40e25b82b94b37bbad2332e90a1034,52,92000.0,351,0,1,23.59,0.0,23.59,14.0,16.0,0.0,1.474375
167,9df2790f060d430e94f17189042e5671,50,70000.0,213,1,0,218.67,14.86,203.81,10.5,19.5,1.4152380952380952,10.451794871794872
168,ae47fbe72b274838a2093c3e91bc03dc,54,118000.0,525,1,0,185.60999999999999,0.0,185.60999999999999,9.75,20.25,0.0,9.165925925925926
169,018b8f83176d471db63d9733c741fc8a,75,109000.0,85,0,1,37.04,0.0,37.04,20.75,9.25,0.0,4.004324324324324
170,d2e88e95c0ae41c0980e4cfc10d162d8,82,73000.0,129,1,0,36.3,17.689999999999998,18.61,13.5,16.5,1.3103703703703702,1.127878787878788
171,aa4a681ea192401ab469b616f8fe6885,64,38000.0,6,1,0,10.54,6.17,4.369999999999999,17.0,13.0,0.3629411764705882,0.3361538461538461
172,ae40f2f496e84ed29e7638b0bccee9a4,54,99000.0,1024,0,1,163.18,67.47,95.71000000000001,16.75,13.25,4.028059701492538,7.223396226415095
173,5a3d291f75984396b6eb2800206ec716,82,72000.0,199,1,0,16.430000000000003,3.44,12.990000000000004,18.0,12.0,0.19111111111111112,1.0825000000000002
174,bf2c086d4c4049289df1e0c8ea08f55c,90,45000.0,78,1,0,10.76,5.05,5.71,14.25,15.75,0.3543859649122807,0.36253968253968255
175,5b9c1a35c0144b6ab584e666dec7c531,34,67000.0,100,0,1,19.060000000000002,7.07,11.990000000000002,17.25,12.75,0.4098550724637681,0.9403921568627452
176,ad3c443c9ce34aa38929b0a84cb14c04,44,53000.0,8,1,0,69.32000000000001,18.36,50.96000000000001,17.0,13.0,1.08,3.920000000000001
177,73c157a4b8e342fcb5d8479d8cb41e81,58,95000.0,572,0,1,321.03,92.74,228.28999999999996,19.5,10.5,4.7558974358974355,21.74190476190476
178,e737ff591120415581ddbe817b8c82ca,47,74000.0,933,0,1,254.69,112.53,142.16,20.0,10.0,5.6265,14.216
179,9cb34ff9de694c578154da3efc9915db,60,59000.0,251,0,1,24.6,10.84,13.760000000000002,19.75,10.25,0.5488607594936709,1.342439024390244
180,32189735a963491082e35dd4c3221690,83,54000.0,353,1,0,164.79,82.98999999999998,81.80000000000001,16.25,13.75,5.107076923076922,5.94909090909091
181,2c5c71b7bfaa4e3e8088fc177e6e559b,89,101000.0,1043,1,0,160.52,130.09,30.430000000000007,22.75,7.25,5.718241758241758,4.197241379310346
